23:02:32.879334,3.3
23:02:32.970935,3.3
23:02:33.083501,3.3
23:02:33.173880,3.3
23:02:33.275667,3.3
23:02:33.376444,3.3
23:02:33.478493,3.3
23:02:33.579239,3.3
23:02:33.679734,3.3
23:02:33.781722,3.3
23:02:33.900933,3.3
23:02:33.983565,3.3
23:02:34.095405,3.3
23:02:34.186585,3.3
23:02:34.288404,3.3
23:02:34.394917,3.3
23:02:34.489573,3.3
23:02:34.592057,3.3
23:02:34.701855,3.3
23:02:34.794273,3.3
23:02:34.897542,3.3
23:02:35.010699,3.3
23:02:35.098335,3.3
23:02:35.200529,3.3
23:02:35.302198,3.3
23:02:35.401036,3.3
23:02:35.507544,3.3
23:02:35.604513,3.3
23:02:35.706130,3.3
23:02:35.817405,3.3
23:02:35.907909,3.3
23:02:36.008775,3.3
23:02:36.111249,3.3
23:02:36.211026,3.3
23:02:36.312593,3.3
23:02:36.413834,3.3
23:02:36.522418,3.3
23:02:36.617075,3.3
23:02:36.716820,3.2001
23:02:36.818818,3.051
23:02:36.920169,2.864
23:02:37.026844,2.6763
23:02:37.126253,2.5497
23:02:37.224467,2.453
23:02:37.324823,2.3805
23:02:37.428612,2.2733
23:02:37.528866,2.1597
23:02:37.629337,2.0259
23:02:37.731109,1.8857
23:02:37.832318,1.7286
23:02:37.944770,1.569
23:02:38.036397,1.4086
23:02:38.135684,1.2475
23:02:38.236569,1.1
23:02:38.338690,0.9823
23:02:38.441690,0.9074
23:02:38.541578,0.8615
23:02:38.641558,0.8623
23:02:38.742894,0.8623
23:02:38.844374,0.8679
23:02:38.944757,0.901
23:02:39.048671,0.9662
23:02:39.147742,1.0702
23:02:39.250924,1.2032
23:02:39.350340,1.3579
23:02:39.457462,1.5352
23:02:39.552045,1.7253
23:02:39.659657,1.9099
23:02:39.754797,2.0832
23:02:39.856037,2.2427
23:02:39.960795,2.3926
23:02:40.059993,2.5385
23:02:40.161008,2.6658
23:02:40.261794,2.7802
23:02:40.372246,2.8866
23:02:40.466066,2.9809
23:02:40.567537,3.0736
23:02:40.669798,3.1977
23:02:40.769165,3.3
23:02:40.871988,3.3
23:02:40.969882,3.3
23:02:41.070783,3.3
23:02:41.176173,3.3
23:02:41.276251,3.3
23:02:41.375176,3.3
23:02:41.479892,3.3
23:02:41.582897,3.3
23:02:41.678900,3.3
23:02:41.790582,3.3
23:02:41.880796,3.3
23:02:41.986823,3.3
23:02:42.094451,3.3
